"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M"
"1500000US720970802002","Block Group 2, Census Tract 802, Mayagüez Municipio, Puerto Rico","183","62","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","6","9","23","21","19","21","0","14","0","14","24","22","0","14","6","9","40","28","23","26","30","21","12","20","0","14","0","14"
"1500000US720970803001","Block Group 1, Census Tract 803, Mayagüez Municipio, Puerto Rico","536","118","5","8","0","14","0","14","6","11","8","13","15","23","5","9","18","20","13","15","10","16","30","26","20","22","8","14","24","28","5","8","187","77","133","57","0","14","10","16","6","9","33","23","0","14","0","14","0","14"
"1500000US720970803002","Block Group 2, Census Tract 803, Mayagüez Municipio, Puerto Rico","438","85","0","14","0","14","0","14","0","14","0","14","10","11","5","7","8","12","46","28","25","20","10","10","24","21","0","14","0","14","12","13","122","53","10","12","14","13","48","35","43","31","45","26","16","18","0","14","0","14"
"1500000US720970803003","Block Group 3, Census Tract 803, Mayagüez Municipio, Puerto Rico","339","95","0","14","0","14","0","14","0","14","0","14","12","19","5","8","0","14","13","20","20","22","0","14","11","12","0","14","16","18","19","22","90","46","10","15","0","14","27","25","50","39","57","35","9","14","0","14","0","14"
"1500000US720970804001","Block Group 1, Census Tract 804, Mayagüez Municipio, Puerto Rico","871","198","18","16","0","14","0","14","9","14","0","14","0","14","9","13","14","13","10","10","0","14","12","18","79","55","43","33","18","22","5","9","250","83","77","46","5","7","67","40","51","46","180","105","24","20","0","14","0","14"
"1500000US720970805001","Block Group 1, Census Tract 805, Mayagüez Municipio, Puerto Rico","395","112","0","14","0","14","0","14","10","16","19","19","5","8","12","13","7","10","0","14","0","14","5","8","7","10","16","20","17","21","7","11","93","45","13","17","0","14","12","12","77","47","81","47","8","12","6","10","0","14"
"1500000US720970805002","Block Group 2, Census Tract 805, Mayagüez Municipio, Puerto Rico","251","91","5","7","0","14","0","14","0","14","0","14","0","14","0","14","4","6","17","19","9","9","23","38","0","14","0","14","7","12","5","8","96","59","17","19","6","9","0","14","10","11","52","32","0","14","0","14","0","14"
"1500000US720970806001","Block Group 1, Census Tract 806, Mayagüez Municipio, Puerto Rico","239","127","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","11","10","14","0","14","0","14","0","14","12","19","29","29","0","14","32","36","9","13","14","22","53","53","13","21","35","40","25","39"
"1500000US720970806002","Block Group 2, Census Tract 806, Mayagüez Municipio, Puerto Rico","184","99","0","14","0","14","0","14","0","14","0","14","0","14","9","13","0","14","10","16","0","14","8","14","10","17","0","14","0","14","0","14","60","52","20","22","0","14","37","43","10","16","20","17","0","14","0","14","0","14"
"1500000US720970808001","Block Group 1, Census Tract 808, Mayagüez Municipio, Puerto Rico","657","214","6","12","0","14","0","14","0","14","10","16","0","14","9","14","21","18","4","7","23","24","11","14","41","37","0","14","16","26","8","14","205","95","45","44","18","23","70","45","11","14","102","74","33","38","0","14","24","29"
"1500000US720970808002","Block Group 2, Census Tract 808, Mayagüez Municipio, Puerto Rico","437","173","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","36","30","0","14","12","19","0","14","119","75","0","14","36","57","61","54","58","50","56","30","21","24","30","37","8","12"
"1500000US720970808003","Block Group 3, Census Tract 808, Mayagüez Municipio, Puerto Rico","591","201","7","11","0","14","0","14","23","37","12","20","0","14","18","30","0","14","52","44","7","11","35","32","38","36","17","19","40","67","11","18","105","74","7","11","10","15","98","95","24","39","79","95","0","14","8","14","0","14"
"1500000US720970809001","Block Group 1, Census Tract 809, Mayagüez Municipio, Puerto Rico","334","93","0","14","0","14","0","14","0","14","20","22","19","22","0","14","6","9","15","17","22","22","8","14","16","19","0","14","0","14","0","14","95","52","31","21","7","9","25","24","29","21","41","36","0","14","0","14","0","14"
"1500000US720970809002","Block Group 2, Census Tract 809, Mayagüez Municipio, Puerto Rico","449","102","66","56","0","14","0","14","0","14","4","6","14","20","20","18","24","26","0","14","13","14","35","27","0","14","10","16","0","14","12","19","135","59","35","33","0","14","37","34","19","17","10","11","15","23","0","14","0","14"
"1500000US720970810001","Block Group 1, Census Tract 810, Mayagüez Municipio, Puerto Rico","366","80","28","24","0","14","0","14","0","14","15","18","5","8","12","19","22","19","14","14","6","9","17","19","26","21","10","14","21","20","0","14","122","57","31","26","0","14","12","19","11","12","9","9","5","7","0","14","0","14"
"1500000US720970810002","Block Group 2, Census Tract 810, Mayagüez Municipio, Puerto Rico","331","121","6","8","0","14","0","14","0","14","0","14","0","14","13","21","0","14","5","7","5","8","6","9","11","17","21","25","23","26","9","10","118","59","12","16","11","17","52","36","14","16","11","12","9","12","0","14","5","7"
"1500000US720970811001","Block Group 1, Census Tract 811, Mayagüez Municipio, Puerto Rico","367","109","25","35","0","14","0","14","0","14","8","12","10","10","5","8","0","14","29","41","0","14","5","8","36","35","0","14","26","25","0","14","134","56","8","13","0","14","15","23","41","42","25","42","0","14","0","14","0","14"
"1500000US720970811002","Block Group 2, Census Tract 811, Mayagüez Municipio, Puerto Rico","272","96","13","16","0","14","0","14","0","14","22","33","15","13","13","21","6","9","13","21","5","7","0","14","8","12","4","7","16","20","4","7","74","30","0","14","0","14","27","27","14","14","23","18","15","24","0","14","0","14"
"1500000US720970812001","Block Group 1, Census Tract 812, Mayagüez Municipio, Puerto Rico","313","116","0","14","0","14","0","14","0","14","14","23","0","14","0","14","0","14","24","38","0","14","0","14","0","14","0","14","0","14","0","14","44","53","0","14","0","14","82","77","61","59","18","28","0","14","0","14","70","73"
"1500000US720970812002","Block Group 2, Census Tract 812, Mayagüez Municipio, Puerto Rico","982","249","14","22","0","14","0","14","38","62","26","41","64","76","26","43","0","14","0","14","24","38","104","97","83","79","0","14","82","83","0","14","194","138","113","94","68","79","27","41","44","54","60","77","1","2","14","23","0","14"
"1500000US720970812003","Block Group 3, Census Tract 812, Mayagüez Municipio, Puerto Rico","481","201","67","107","0","14","0","14","29","46","0","14","0","14","68","77","0","14","0","14","60","68","0","14","26","41","0","14","0","14","0","14","90","84","0","14","0","14","61","61","0","14","80","78","0","14","0","14","0","14"
"1500000US720970812004","Block Group 4, Census Tract 812, Mayagüez Municipio, Puerto Rico","534","171","0","14","0","14","0","14","0","14","0","14","0","14","30","51","24","39","0","14","0","14","72","84","31","35","0","14","0","14","0","14","192","100","89","87","0","14","0","14","61","68","20","32","0","14","0","14","15","24"
"1500000US720970812005","Block Group 5, Census Tract 812, Mayagüez Municipio, Puerto Rico","386","168","0","14","0","14","0","14","0","14","0","14","28","47","0","14","0","14","31","48","38","62","70","80","47","78","32","52","0","14","0","14","75","88","33","54","0","14","0","14","32","52","0","14","0","14","0","14","0","14"
"1500000US720970813001","Block Group 1, Census Tract 813, Mayagüez Municipio, Puerto Rico","426","131","11","16","0","14","0","14","0","14","0","14","16","17","0","14","0","14","34","39","0","14","0","14","1","2","15","25","0","14","8","12","103","68","20","34","0","14","37","35","10","16","123","75","40","39","0","14","8","13"
"1500000US720970813002","Block Group 2, Census Tract 813, Mayagüez Municipio, Puerto Rico","830","183","19","23","0","14","0","14","0","14","0","14","0","14","21","34","0","14","35","34","13","20","0","14","67","53","0","14","8","14","0","14","106","58","25","30","16","19","99","70","73","43","233","90","71","42","9","14","35","28"
"1500000US720970815011","Block Group 1, Census Tract 815.01, Mayagüez Municipio, Puerto Rico","1186","239","65","46","0","14","0","14","0","14","0","14","0","14","86","82","12","18","13","22","24","29","14","23","92","55","62","44","7","12","0","14","229","86","42","38","8","13","83","74","39","35","215","95","107","61","21","35","67","50"
"1500000US720970815012","Block Group 2, Census Tract 815.01, Mayagüez Municipio, Puerto Rico","435","139","11","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","12","20","21","23","0","14","0","14","57","54","14","23","0","14","34","37","30","37","140","94","62","45","8","13","46","44"
"1500000US720970815013","Block Group 3, Census Tract 815.01, Mayagüez Municipio, Puerto Rico","526","367","8","12","0","14","0","14","19","30","0","14","0","14","0","14","0","14","11","16","0","14","0","14","0","14","0","14","0","14","0","14","90","72","0","14","0","14","32","38","0","14","243","331","98","84","25","39","0","14"
"1500000US720970815121","Block Group 1, Census Tract 815.12, Mayagüez Municipio, Puerto Rico","875","286","19","30","0","14","0","14","0","14","28","45","0","14","0","14","0","14","31","50","85","68","0","14","22","36","55","62","53","44","15","24","259","137","20","31","35","39","46","54","18","27","146","120","43","46","0","14","0","14"
"1500000US720970815122","Block Group 2, Census Tract 815.12, Mayagüez Municipio, Puerto Rico","242","99","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","16","26","52","82","39","62","0","14","0","14","36","44","0","14","27","32","54","68","0","14","0","14","18","28","0","14","0","14"
"1500000US720970815123","Block Group 3, Census Tract 815.12, Mayagüez Municipio, Puerto Rico","1413","345","47","42","0","14","0","14","0","14","20","32","18","30","82","79","88","71","106","93","0","14","34","38","141","122","33","53","59","69","0","14","341","202","48","76","28","32","204","152","90","84","74","74","0","14","0","14","0","14"
"1500000US720970815124","Block Group 4, Census Tract 815.12, Mayagüez Municipio, Puerto Rico","1569","371","37","42","0","14","0","14","0","14","28","45","38","44","38","46","0","14","53","55","40","46","20","32","29","33","0","14","96","79","0","14","231","137","42","50","85","58","280","143","0","14","442","181","24","38","32","37","54","88"
"1500000US720970815221","Block Group 1, Census Tract 815.22, Mayagüez Municipio, Puerto Rico","1651","342","0","14","0","14","0","14","0","14","13","21","19","31","8","12","56","65","54","56","13","22","46","57","10","15","39","45","59","55","8","12","425","171","63","59","0","14","175","86","123","71","290","113","173","105","27","31","50","41"
"1500000US720970815222","Block Group 2, Census Tract 815.22, Mayagüez Municipio, Puerto Rico","1180","250","0","14","12","18","0","14","0","14","0","14","0","14","0","14","0","14","25","30","0","14","13","18","65","59","0","14","0","14","0","14","208","77","8","13","24","27","136","94","36","32","462","121","76","75","52","50","63","51"
"1500000US720970816011","Block Group 1, Census Tract 816.01, Mayagüez Municipio, Puerto Rico","1097","278","51","43","0","14","0","14","0","14","0","14","17","27","46","33","0","14","66","55","0","14","36","40","38","42","0","14","22","34","9","15","310","143","29","34","0","14","92","58","161","106","171","99","32","35","17","26","0","14"
"1500000US720970816012","Block Group 2, Census Tract 816.01, Mayagüez Municipio, Puerto Rico","822","162","12","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","60","59","37","46","17","27","0","14","0","14","64","49","18","20","0","14","101","76","18","26","294","123","126","67","1","2","74","47"
"1500000US720970816013","Block Group 3, Census Tract 816.01, Mayagüez Municipio, Puerto Rico","1136","222","24","27","0","14","0","14","0","14","0","14","13","20","14","23","0","14","33","25","0","14","67","65","54","44","20","32","12","18","0","14","168","80","40","47","0","14","115","67","40","39","292","109","59","48","102","92","83","71"
"1500000US720970816021","Block Group 1, Census Tract 816.02, Mayagüez Municipio, Puerto Rico","895","325","0","14","0","14","0","14","0","14","31","47","45","47","37","34","27","31","15","24","34","53","0","14","69","58","7","12","0","14","9","15","199","95","49","59","0","14","113","133","39","51","138","125","83","80","0","14","0","14"
"1500000US720970816022","Block Group 2, Census Tract 816.02, Mayagüez Municipio, Puerto Rico","1360","342","25","29","0","14","0","14","58","55","13","20","0","14","15","18","58","54","52","43","79","75","43","43","73","50","16","26","18","29","0","14","433","218","115","72","28","33","183","125","74","57","47","44","14","23","16","26","0","14"
"1500000US720970816023","Block Group 3, Census Tract 816.02, Mayagüez Municipio, Puerto Rico","363","156","22","34","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","27","0","14","0","14","0","14","0","14","0","14","0","14","77","75","57","64","0","14","81","81","29","35","68","86","12","19","0","14","0","14"
"1500000US720970817001","Block Group 1, Census Tract 817, Mayagüez Municipio, Puerto Rico","1098","250","20","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","67","55","0","14","29","33","18","30","16","26","23","26","11","16","138","80","30","34","31","50","34","40","81","64","322","135","136","86","56","76","86","71"
"1500000US720970817002","Block Group 2, Census Tract 817, Mayagüez Municipio, Puerto Rico","160","101","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","14","10","16","0","14","0","14","9","15","0","14","0","14","0","14","70","76","0","14","0","14","9","14","34","38","0","14","11","18","8","12","0","14"
"1500000US720970817003","Block Group 3, Census Tract 817, Mayagüez Municipio, Puerto Rico","736","205","52","45","0","14","0","14","30","33","14","24","0","14","91","55","14","23","42","37","0","14","55","43","37","35","9","13","9","15","0","14","31","30","20","32","25","27","66","53","30","36","133","97","45","42","1","2","32","29"
"1500000US720970818001","Block Group 1, Census Tract 818, Mayagüez Municipio, Puerto Rico","600","240","17","18","0","14","0","14","25","40","28","44","0","14","11","19","0","14","30","34","0","14","34","40","0","14","0","14","0","14","10","17","82","55","20","32","45","43","18","28","20","32","201","115","59","44","0","14","0","14"
"1500000US720970818002","Block Group 2, Census Tract 818, Mayagüez Municipio, Puerto Rico","649","260","80","66","0","14","13","22","0","14","0","14","12","19","23","26","15","24","20","25","54","45","0","14","77","65","26","41","0","14","11","17","89","51","84","78","38","45","0","14","87","92","20","23","0","14","0","14","0","14"
"1500000US720970818003","Block Group 3, Census Tract 818, Mayagüez Municipio, Puerto Rico","1230","314","22","23","0","14","17","27","18","29","4","9","88","81","41","41","19","26","24","30","3","9","83","65","53","42","25","31","0","14","0","14","290","127","81","69","0","14","55","44","80","63","176","104","83","50","50","48","18","29"
"1500000US720970819001","Block Group 1, Census Tract 819, Mayagüez Municipio, Puerto Rico","566","254","62","73","0","14","0","14","46","71","0","14","0","14","15","24","0","14","34","53","24","38","0","14","57","89","0","14","27","41","0","14","202","145","72","67","0","14","0","14","27","43","0","14","0","14","0","14","0","14"
"1500000US720970819002","Block Group 2, Census Tract 819, Mayagüez Municipio, Puerto Rico","625","194","0","14","0","14","0","14","0","14","24","39","46","52","41","49","40","66","51","62","27","43","15","24","0","14","0","14","29","47","0","14","108","80","36","57","19","28","47","41","0","14","71","66","54","61","17","27","0","14"
"1500000US720970819003","Block Group 3, Census Tract 819, Mayagüez Municipio, Puerto Rico","762","195","0","14","0","14","0","14","0","14","15","24","0","14","26","42","0","14","17","27","0","14","0","14","108","87","23","38","0","14","0","14","224","97","0","14","25","40","55","46","50","58","83","113","83","79","0","14","53","60"
"1500000US720970819004","Block Group 4, Census Tract 819, Mayagüez Municipio, Puerto Rico","1038","329","34","55","0","14","0","14","0","14","0","14","0","14","49","56","38","45","0","14","0","14","63","73","67","68","29","47","0","14","17","27","342","148","142","96","0","14","136","110","57","65","47","56","0","14","0","14","17","27"
"1500000US720970820011","Block Group 1, Census Tract 820.01, Mayagüez Municipio, Puerto Rico","1726","356","15","24","0","14","0","14","0","14","27","43","20","33","0","14","0","14","63","84","0","14","0","14","45","51","0","14","0","14","29","34","197","96","44","49","39","45","218","109","140","111","628","220","194","105","0","14","67","66"
"1500000US720970820012","Block Group 2, Census Tract 820.01, Mayagüez Municipio, Puerto Rico","749","262","0","14","0","14","0","14","0","14","38","63","31","51","45","56","0","14","49","58","62","69","29","46","0","14","0","14","0","14","0","14","277","193","95","86","0","14","0","14","0","14","79","69","0","14","44","51","0","14"
"1500000US720970820013","Block Group 3, Census Tract 820.01, Mayagüez Municipio, Puerto Rico","954","316","13","22","0","14","0","14","25","42","27","31","0","14","14","22","0","14","23","39","15","23","24","39","0","14","0","14","14","22","14","22","180","125","0","14","0","14","79","87","139","125","262","176","101","85","0","14","24","39"
"1500000US720970820014","Block Group 4, Census Tract 820.01, Mayagüez Municipio, Puerto Rico","506","227","20","31","0","14","0","14","0","14","0","14","29","46","0","14","0","14","0","14","0","14","0","14","59","68","0","14","55","89","0","14","70","75","0","14","13","21","78","76","53","60","86","98","26","41","0","14","17","27"
"1500000US720970820121","Block Group 1, Census Tract 820.12, Mayagüez Municipio, Puerto Rico","1279","374","14","21","46","72","0","14","0","14","0","14","39","45","51","64","14","22","63","72","56","91","0","14","51","58","0","14","0","14","15","24","199","120","96","91","0","14","131","82","134","134","353","204","17","26","0","14","0","14"
"1500000US720970820122","Block Group 2, Census Tract 820.12, Mayagüez Municipio, Puerto Rico","859","286","67","59","0","14","0","14","0","14","0","14","16","25","11","20","122","91","105","91","0","14","12","19","53","60","0","14","60","74","15","24","176","102","52","60","22","36","108","81","0","14","36","51","4","11","0","14","0","14"
"1500000US720970820123","Block Group 3, Census Tract 820.12, Mayagüez Municipio, Puerto Rico","883","262","0","14","0","14","0","14","0","14","0","14","0","14","0","14","12","19","0","14","61","63","39","61","86","79","0","14","0","14","36","43","144","92","66","63","27","44","92","76","53","59","224","129","43","70","0","14","0","14"
"1500000US720970820221","Block Group 1, Census Tract 820.22, Mayagüez Municipio, Puerto Rico","1457","332","9","16","0","14","0","14","0","14","17","28","9","15","0","14","49","51","91","72","9","14","22","36","26","25","11","17","20","31","9","14","405","192","26","20","9","14","77","69","178","124","408","147","82","52","0","14","0","14"
"1500000US720970820222","Block Group 2, Census Tract 820.22, Mayagüez Municipio, Puerto Rico","1381","299","165","111","0","14","0","14","0","14","0","14","88","76","0","14","37","35","83","62","42","40","53","52","16","25","0","14","0","14","0","14","493","226","51","65","18","28","57","54","64","72","192","97","22","35","0","14","0","14"
"1500000US720970821021","Block Group 1, Census Tract 821.02, Mayagüez Municipio, Puerto Rico","584","191","0","14","0","14","0","14","0","14","0","14","14","23","0","14","0","14","66","65","82","90","34","54","15","23","17","28","39","37","0","14","145","72","8","13","0","14","81","63","43","43","40","46","0","14","0","14","0","14"
"1500000US720970821022","Block Group 2, Census Tract 821.02, Mayagüez Municipio, Puerto Rico","636","202","0","14","0","14","0","14","0","14","8","18","0","14","0","14","0","14","14","19","17","27","0","14","31","34","0","14","0","14","0","14","115","116","14","23","29","26","36","39","29","36","184","72","111","69","25","35","23","28"
"1500000US720970821023","Block Group 3, Census Tract 821.02, Mayagüez Municipio, Puerto Rico","587","167","12","19","0","14","0","14","27","32","0","14","9","14","7","12","9","16","0","14","0","14","24","38","18","19","0","14","16","26","19","21","121","63","41","40","25","29","59","64","16","25","129","74","42","19","0","14","13","21"
"1500000US720970821031","Block Group 1, Census Tract 821.03, Mayagüez Municipio, Puerto Rico","1364","246","0","14","0","14","0","14","0","14","0","14","36","42","63","42","50","39","42","40","29","34","73","60","121","69","64","61","41","40","0","14","396","188","96","82","0","14","153","106","91","59","65","48","26","24","18","40","0","14"
"1500000US720970821032","Block Group 2, Census Tract 821.03, Mayagüez Municipio, Puerto Rico","1299","171","33","28","0","14","0","14","18","28","0","14","16","19","18","19","0","14","40","37","17","27","41","38","57","49","0","14","9","14","8","12","339","128","82","47","34","27","95","54","91","44","260","90","132","67","0","14","9","13"
"1500000US720970821041","Block Group 1, Census Tract 821.04, Mayagüez Municipio, Puerto Rico","715","237","27","42","0","14","0","14","19","31","0","14","0","14","9","13","16","27","9","14","10","16","16","25","0","14","17","27","8","12","0","14","184","122","78","68","17","28","141","69","17","19","130","80","17","27","0","14","0","14"
"1500000US720970821042","Block Group 2, Census Tract 821.04, Mayagüez Municipio, Puerto Rico","887","233","18","21","0","14","0","14","0","14","0","14","33","31","20","32","0","14","18","19","27","34","16","18","17","13","0","14","16","25","18","21","178","92","52","48","16","18","180","112","81","53","136","85","43","39","0","14","18","30"
"1500000US720979900000","Block Group 0, Census Tract 9900, Mayagüez Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720994201001","Block Group 1, Census Tract 4201, Moca Municipio, Puerto Rico","1773","375","24","36","0","14","0","14","13","21","61","56","95","93","53","66","93","72","123","112","22","34","51","49","161","98","0","14","33","53","16","25","553","223","73","72","0","14","96","78","73","70","131","154","102","107","0","14","0","14"
"1500000US720994201002","Block Group 2, Census Tract 4201, Moca Municipio, Puerto Rico","1310","308","68","63","0","14","0","14","18","29","0","14","0","14","125","126","0","14","51","50","19","32","112","89","33","53","62","75","0","14","15","25","376","174","89","73","41","48","105","92","44","50","107","91","45","53","0","14","0","14"
"1500000US720994201003","Block Group 3, Census Tract 4201, Moca Municipio, Puerto Rico","1798","411","43","50","0","14","0","14","103","85","71","78","56","53","20","32","86","79","24","39","0","14","32","50","116","96","22","37","53","67","0","14","527","215","24","29","19","32","238","142","75","87","215","130","74","71","0","14","0","14"
"1500000US720994202001","Block Group 1, Census Tract 4202, Moca Municipio, Puerto Rico","690","247","16","24","0","14","0","14","0","14","0","14","12","20","38","43","34","54","0","14","0","14","15","24","58","55","0","14","0","14","0","14","144","100","15","24","26","44","75","75","23","39","193","141","0","14","41","47","0","14"
"1500000US720994202002","Block Group 2, Census Tract 4202, Moca Municipio, Puerto Rico","348","169","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","14","24","39","63","0","14","0","14","0","14","92","92","0","14","12","18","127","103","34","56","30","35","0","14","0","14","0","14"
"1500000US720994202003","Block Group 3, Census Tract 4202, Moca Municipio, Puerto Rico","1199","307","16","27","0","14","0","14","0","14","0","14","14","22","0","14","0","14","0","14","0","14","0","14","37","46","52","64","39","62","15","26","230","145","41","47","0","14","262","228","44","51","337","154","48","58","35","55","29","45"
"1500000US720994202004","Block Group 4, Census Tract 4202, Moca Municipio, Puerto Rico","2155","408","98","73","0","14","0","14","32","45","0","14","15","25","73","72","26","43","21","35","37","42","55","58","72","62","18","30","48","59","52","83","638","214","16","27","0","14","257","142","283","179","306","153","66","54","42","73","0","14"
"1500000US720994203011","Block Group 1, Census Tract 4203.01, Moca Municipio, Puerto Rico","1768","334","0","14","0","14","0","14","0","14","25","40","51","57","24","38","8","17","14","22","46","56","0","14","98","71","116","112","111","91","17","28","729","224","24","38","0","14","120","97","105","77","155","95","69","84","0","14","56","66"
"1500000US720994203012","Block Group 2, Census Tract 4203.01, Moca Municipio, Puerto Rico","1437","395","73","85","0","14","0","14","0","14","18","29","61","71","46","53","0","14","82","79","56","62","47","76","113","80","35","39","55","60","0","14","390","258","83","62","0","14","202","109","83","92","93","86","0","14","0","14","0","14"
"1500000US720994203021","Block Group 1, Census Tract 4203.02, Moca Municipio, Puerto Rico","966","222","55","53","0","14","0","14","0","14","0","14","0","14","68","68","0","14","0","14","0","14","11","18","59","58","10","15","32","36","0","14","225","129","0","14","27","31","154","85","70","53","203","103","36","40","16","28","0","14"
"1500000US720994203022","Block Group 2, Census Tract 4203.02, Moca Municipio, Puerto Rico","964","237","65","55","0","14","0","14","0","14","0","14","31","35","0","14","11","17","39","53","25","38","34","43","0","14","0","14","30","38","0","14","215","94","0","14","18","27","125","90","23","39","204","126","120","81","0","14","24","39"
"1500000US720994203023","Block Group 3, Census Tract 4203.02, Moca Municipio, Puerto Rico","1112","269","29","28","0","14","0","14","20","31","0","14","11","17","0","14","12","20","41","39","38","43","28","33","66","48","16","27","18","29","0","14","338","152","42","38","22","37","134","78","36","34","152","76","64","45","34","41","11","18"
"1500000US720994204011","Block Group 1, Census Tract 4204.01, Moca Municipio, Puerto Rico","1764","280","26","43","0","14","0","14","0","14","0","14","12","21","0","14","16","26","28","24","0","14","28","22","67","57","19","30","41","61","11","17","580","202","71","58","19","29","120","90","208","102","335","130","104","71","10","16","69","66"
"1500000US720994204012","Block Group 2, Census Tract 4204.01, Moca Municipio, Puerto Rico","616","220","39","44","0","14","0","14","0","14","19","29","15","24","8","13","0","14","47","48","0","14","28","33","16","26","0","14","0","14","0","14","231","134","0","14","0","14","73","55","34","39","106","80","0","14","0","14","0","14"
"1500000US720994204021","Block Group 1, Census Tract 4204.02, Moca Municipio, Puerto Rico","1216","263","115","78","0","14","0","14","20","22","32","39","39","40","13","21","13","21","27","41","43","43","0","14","58","47","0","14","7","11","0","14","254","106","64","54","38","43","165","119","103","82","150","73","59","57","16","26","0","14"
"1500000US720994204022","Block Group 2, Census Tract 4204.02, Moca Municipio, Puerto Rico","1465","287","46","41","0","14","0","14","11","19","31","36","72","55","40","39","10","17","62","57","51","38","44","49","75","57","38","37","0","14","19","22","354","120","69","57","9","14","97","73","117","75","194","88","87","57","14","23","25","30"
"1500000US720994205001","Block Group 1, Census Tract 4205, Moca Municipio, Puerto Rico","1232","335","32","50","0","14","0","14","0","14","0","14","22","36","0","14","30","50","85","70","0","14","23","37","53","81","0","14","0","14","30","46","411","163","67","75","35","61","115","102","40","63","182","126","55","62","25","39","27","44"
"1500000US720994205002","Block Group 2, Census Tract 4205, Moca Municipio, Puerto Rico","1524","428","80","62","0","14","0","14","26","41","61","51","85","82","0","14","45","52","86","78","0","14","59","64","57","64","49","61","82","94","22","37","359","183","0","14","0","14","137","99","100","87","276","148","0","14","0","14","0","14"
"1500000US720994205003","Block Group 3, Census Tract 4205, Moca Municipio, Puerto Rico","1737","468","117","76","0","14","0","14","13","22","29","47","0","14","31","49","39","43","47","42","176","166","114","94","121","91","15","27","35","56","61","78","415","252","36","57","24","38","148","146","70","68","201","120","0","14","0","14","45","72"
"1500000US721019552011","Block Group 1, Census Tract 9552.01, Morovis Municipio, Puerto Rico","1529","383","84","101","0","14","0","14","34","53","0","14","0","14","0","14","56","51","49","40","48","39","96","81","60","58","47","44","29","33","0","14","232","136","45","45","25","30","241","146","214","136","204","96","51","37","0","14","14","23"
"1500000US721019552012","Block Group 2, Census Tract 9552.01, Morovis Municipio, Puerto Rico","1728","351","9","13","0","14","0","14","0","14","16","27","18","27","0","14","10","15","33","32","29","33","40","37","43","35","26","30","74","101","0","14","619","168","19","26","37","36","273","127","234","117","221","94","27","30","0","14","0","14"
"1500000US721019552021","Block Group 1, Census Tract 9552.02, Morovis Municipio, Puerto Rico","1562","418","9","15","0","14","0","14","19","31","39","29","25","29","88","121","17","27","50","41","18","28","13","21","26","41","19","29","13","22","0","14","337","179","0","14","0","14","352","179","310","176","169","103","33","32","0","14","25","29"
"1500000US721019552022","Block Group 2, Census Tract 9552.02, Morovis Municipio, Puerto Rico","1169","299","45","58","0","14","0","14","0","14","33","39","0","14","32","37","0","14","49","50","13","21","26","30","14","22","0","14","81","72","8","13","168","92","18","30","0","14","193","98","240","148","196","96","53","68","0","14","0","14"
"1500000US721019552023","Block Group 3, Census Tract 9552.02, Morovis Municipio, Puerto Rico","1111","309","13","22","0","14","0","14","0","14","0","14","0","14","40","31","29","45","25","28","23","39","29","33","67","55","29","36","62","72","0","14","275","110","17","28","20","31","204","121","120","74","143","99","15","26","0","14","0","14"
"1500000US721019553001","Block Group 1, Census Tract 9553, Morovis Municipio, Puerto Rico","2675","516","56","51","0","14","0","14","0","14","68","75","83","95","81","70","3","5","95","112","22","37","87","80","89","81","37","44","20","33","77","91","623","265","60","95","0","14","451","251","328","153","417","215","77","55","1","3","0","14"
"1500000US721019553002","Block Group 2, Census Tract 9553, Morovis Municipio, Puerto Rico","1562","440","45","55","0","14","0","14","21","34","0","14","0","14","33","40","20","31","91","65","47","54","0","14","59","92","27","43","19","30","0","14","625","336","16","28","0","14","269","149","145","157","81","94","64","71","0","14","0","14"
