"GEO_ID","NAME","B17017_001E","B17017_001M","B17017_002E","B17017_002M","B17017_003E","B17017_003M","B17017_004E","B17017_004M","B17017_005E","B17017_005M","B17017_006E","B17017_006M","B17017_007E","B17017_007M","B17017_008E","B17017_008M","B17017_009E","B17017_009M","B17017_010E","B17017_010M","B17017_011E","B17017_011M","B17017_012E","B17017_012M","B17017_013E","B17017_013M","B17017_014E","B17017_014M","B17017_015E","B17017_015M","B17017_016E","B17017_016M","B17017_017E","B17017_017M","B17017_018E","B17017_018M","B17017_019E","B17017_019M","B17017_020E","B17017_020M","B17017_021E","B17017_021M","B17017_022E","B17017_022M","B17017_023E","B17017_023M","B17017_024E","B17017_024M","B17017_025E","B17017_025M","B17017_026E","B17017_026M","B17017_027E","B17017_027M","B17017_028E","B17017_028M","B17017_029E","B17017_029M","B17017_030E","B17017_030M","B17017_031E","B17017_031M","B17017_032E","B17017_032M","B17017_033E","B17017_033M","B17017_034E","B17017_034M","B17017_035E","B17017_035M","B17017_036E","B17017_036M","B17017_037E","B17017_037M","B17017_038E","B17017_038M","B17017_039E","B17017_039M","B17017_040E","B17017_040M","B17017_041E","B17017_041M","B17017_042E","B17017_042M","B17017_043E","B17017_043M","B17017_044E","B17017_044M","B17017_045E","B17017_045M","B17017_046E","B17017_046M","B17017_047E","B17017_047M","B17017_048E","B17017_048M","B17017_049E","B17017_049M","B17017_050E","B17017_050M","B17017_051E","B17017_051M","B17017_052E","B17017_052M","B17017_053E","B17017_053M","B17017_054E","B17017_054M","B17017_055E","B17017_055M","B17017_056E","B17017_056M","B17017_057E","B17017_057M","B17017_058E","B17017_058M","B17017_059E","B17017_059M"
"1500000US721031702002","Block Group 2, Census Tract 1702, Naguabo Municipio, Puerto Rico","542","134","135","96","135","96","43","52","0","14","17","29","26","41","0","14","92","78","0","14","0","14","0","14","0","14","0","14","92","78","0","14","22","35","29","47","41","68","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","407","133","324","144","241","129","0","14","43","53","142","100","56","67","83","85","61","76","0","14","0","14","35","58","26","46","22","36","0","14","0","14","22","36","0","14","83","78","53","64","0","14","53","64","0","14","0","14","30","48","0","14","0","14","30","48","0","14"
"1500000US721031702003","Block Group 3, Census Tract 1702, Naguabo Municipio, Puerto Rico","739","167","289","118","269","121","189","109","0","14","43","52","52","60","94","86","80","76","0","14","0","14","0","14","0","14","0","14","80","76","0","14","0","14","80","76","0","14","20","33","20","33","0","14","0","14","0","14","20","33","0","14","0","14","0","14","0","14","0","14","450","155","393","160","269","139","17","19","25","42","143","107","84","76","124","92","24","38","0","14","24","38","0","14","0","14","100","85","0","14","0","14","29","46","71","69","57","64","0","14","0","14","0","14","0","14","0","14","57","64","0","14","0","14","21","33","36","58"
"1500000US721031702004","Block Group 4, Census Tract 1702, Naguabo Municipio, Puerto Rico","682","200","260","147","120","96","32","51","0","14","0","14","32","51","0","14","88","81","8","13","8","13","0","14","0","14","0","14","80","80","0","14","46","58","0","14","34","56","140","113","59","72","0","14","0","14","23","39","36","59","81","80","0","14","0","14","0","14","81","80","422","160","284","131","210","123","0","14","59","49","89","88","62","80","74","72","0","14","0","14","0","14","0","14","0","14","74","72","0","14","55","64","0","14","19","34","138","105","110","93","0","14","12","19","37","60","61","70","28","45","0","14","0","14","0","14","28","45"
"1500000US721031703001","Block Group 1, Census Tract 1703, Naguabo Municipio, Puerto Rico","390","155","163","101","58","70","0","14","0","14","0","14","0","14","0","14","58","70","31","51","0","14","31","51","0","14","0","14","27","46","0","14","0","14","27","46","0","14","105","88","41","50","0","14","0","14","23","37","18","29","64","71","0","14","0","14","27","42","37","59","227","132","174","112","151","104","0","14","39","44","60","72","52","66","23","37","23","37","0","14","0","14","23","37","0","14","0","14","0","14","0","14","0","14","0","14","53","63","53","63","0","14","26","44","0","14","27","41","0","14","0","14","0","14","0","14","0","14"
"1500000US721031703002","Block Group 2, Census Tract 1703, Naguabo Municipio, Puerto Rico","371","144","111","89","75","70","28","44","0","14","28","44","0","14","0","14","47","56","0","14","0","14","0","14","0","14","0","14","47","56","0","14","47","56","0","14","0","14","36","57","36","57","0","14","0","14","36","57","0","14","0","14","0","14","0","14","0","14","0","14","260","135","210","119","126","92","0","14","19","30","59","68","48","56","84","89","0","14","0","14","0","14","0","14","0","14","84","89","0","14","0","14","62","79","22","38","50","58","50","58","0","14","0","14","25","41","25","42","0","14","0","14","0","14","0","14","0","14"
"1500000US721031703003","Block Group 3, Census Tract 1703, Naguabo Municipio, Puerto Rico","440","150","235","118","136","96","29","46","0","14","0","14","29","46","0","14","107","85","47","64","10","17","0","14","0","14","37","61","60","69","18","23","0","14","42","69","0","14","99","70","21","33","0","14","0","14","21","33","0","14","78","60","0","14","0","14","48","54","30","50","205","115","134","95","134","95","0","14","0","14","83","76","51","59","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","71","72","36","61","0","14","0","14","36","61","0","14","35","43","0","14","0","14","22","35","13","23"
"1500000US721031703004","Block Group 4, Census Tract 1703, Naguabo Municipio, Puerto Rico","590","172","265","138","124","98","29","46","0","14","29","46","0","14","0","14","95","85","0","14","0","14","0","14","0","14","0","14","95","85","0","14","62","64","33","53","0","14","141","106","73","70","11","19","0","14","62","68","0","14","68","56","0","14","0","14","68","56","0","14","325","142","288","136","236","128","0","14","45","60","143","110","48","56","52","61","0","14","0","14","0","14","0","14","0","14","52","61","0","14","22","35","30","48","0","14","37","44","25","39","0","14","0","14","0","14","25","39","12","21","0","14","12","21","0","14","0","14"
"1500000US721031704001","Block Group 1, Census Tract 1704, Naguabo Municipio, Puerto Rico","370","156","254","130","114","97","0","14","0","14","0","14","0","14","0","14","114","97","43","72","0","14","0","14","43","72","0","14","71","68","0","14","71","68","0","14","0","14","140","96","44","54","0","14","28","46","0","14","16","25","96","80","12","20","24","40","60","67","0","14","116","87","116","87","74","65","0","14","0","14","0","14","74","65","42","67","0","14","0","14","0","14","0","14","0","14","42","67","0","14","0","14","0","14","42","67","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721031704002","Block Group 2, Census Tract 1704, Naguabo Municipio, Puerto Rico","594","180","338","136","260","129","42","47","0","14","20","32","0","14","22","35","218","117","52","64","0","14","18","32","34","54","0","14","166","104","13","21","118","87","35","53","0","14","78","72","52","61","0","14","32","54","20","32","0","14","26","44","0","14","0","14","26","44","0","14","256","137","155","100","109","102","0","14","13","21","64","83","32","53","46","70","46","70","0","14","46","70","0","14","0","14","0","14","0","14","0","14","0","14","0","14","101","99","52","64","0","14","52","64","0","14","0","14","49","77","0","14","0","14","0","14","49","77"
"1500000US721031704003","Block Group 3, Census Tract 1704, Naguabo Municipio, Puerto Rico","1179","231","456","159","347","151","146","101","0","14","131","97","15","24","0","14","201","109","0","14","0","14","0","14","0","14","0","14","201","109","12","20","85","76","104","77","0","14","109","100","58","75","0","14","0","14","58","75","0","14","51","59","0","14","0","14","31","46","20","35","723","208","395","158","176","101","0","14","52","62","88","68","36","59","219","126","114","103","0","14","69","74","45","75","0","14","105","77","0","14","17","30","62","66","26","43","328","161","146","107","0","14","17","29","67","80","62","72","182","105","0","14","21","34","125","93","36","43"
"1500000US721039900130","Block Group 0, Census Tract 9900.13, Naguabo Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721055201001","Block Group 1, Census Tract 5201, Naranjito Municipio, Puerto Rico","449","121","228","97","168","93","89","77","0","14","0","14","89","77","0","14","79","56","0","14","0","14","0","14","0","14","0","14","79","56","0","14","13","21","25","31","41","47","60","54","11","18","0","14","0","14","0","14","11","18","49","51","0","14","0","14","11","19","38","47","221","98","190","89","123","78","0","14","0","14","58","59","65","62","67","44","50","40","0","14","17","26","11","17","22","25","17","28","0","14","0","14","17","28","0","14","31","39","0","14","0","14","0","14","0","14","0","14","31","39","0","14","0","14","22","36","9","16"
"1500000US721055201002","Block Group 2, Census Tract 5201, Naranjito Municipio, Puerto Rico","383","96","162","82","130","82","83","68","0","14","0","14","50","60","33","37","47","47","0","14","0","14","0","14","0","14","0","14","47","47","0","14","0","14","30","39","17","27","32","38","0","14","0","14","0","14","0","14","0","14","32","38","0","14","0","14","16","26","16","27","221","77","179","71","88","47","0","14","21","34","28","32","39","36","91","54","8","12","0","14","0","14","0","14","8","12","83","52","0","14","0","14","54","50","29","36","42","42","42","42","0","14","19","31","15","24","8","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721055201003","Block Group 3, Census Tract 5201, Naranjito Municipio, Puerto Rico","715","153","444","135","317","115","171","79","0","14","22","35","98","61","51","42","146","87","74","61","0","14","0","14","64","65","10","15","72","62","0","14","53","53","0","14","19","31","127","79","38","37","0","14","0","14","20","32","18","20","89","70","0","14","0","14","41","46","48","54","271","106","224","100","214","98","0","14","0","14","119","100","95","53","10","17","0","14","0","14","0","14","0","14","0","14","10","17","0","14","0","14","0","14","10","17","47","45","0","14","0","14","0","14","0","14","0","14","47","45","0","14","0","14","18","31","29","33"
"1500000US721055202001","Block Group 1, Census Tract 5202, Naranjito Municipio, Puerto Rico","512","125","267","108","196","102","107","74","0","14","22","36","29","47","56","45","89","70","23","27","0","14","0","14","0","14","23","27","66","63","0","14","44","54","22","35","0","14","71","53","39","45","0","14","20","33","0","14","19","29","32","30","0","14","0","14","0","14","32","30","245","85","201","82","145","69","0","14","25","29","83","54","37","36","56","47","14","24","0","14","14","24","0","14","0","14","42","42","0","14","0","14","31","38","11","18","44","41","27","34","17","29","0","14","0","14","10","15","17","27","0","14","0","14","0","14","17","27"
"1500000US721055202002","Block Group 2, Census Tract 5202, Naranjito Municipio, Puerto Rico","384","106","189","94","85","67","42","57","0","14","0","14","42","57","0","14","43","38","32","34","0","14","18","28","0","14","14","21","11","18","0","14","0","14","0","14","11","18","104","64","26","29","0","14","0","14","0","14","26","29","78","58","0","14","0","14","39","40","39","42","195","83","146","75","117","68","0","14","44","53","13","22","60","44","29","35","9","15","0","14","0","14","0","14","9","15","20","32","0","14","0","14","0","14","20","32","49","47","49","47","0","14","23","38","0","14","26","30","0","14","0","14","0","14","0","14","0","14"
"1500000US721055202003","Block Group 3, Census Tract 5202, Naranjito Municipio, Puerto Rico","478","140","295","121","190","106","68","56","0","14","33","43","23","40","12","19","122","88","64","68","0","14","12","19","39","60","13","22","58","55","0","14","21","36","26","40","11","18","105","75","40","48","0","14","0","14","24","39","16","27","65","56","0","14","0","14","0","14","65","56","183","91","166","87","93","57","0","14","0","14","43","50","50","43","73","66","34","53","0","14","0","14","34","53","0","14","39","39","0","14","0","14","0","14","39","39","17","28","17","28","0","14","17","28","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721055203001","Block Group 1, Census Tract 5203, Naranjito Municipio, Puerto Rico","601","84","377","79","271","71","83","44","0","14","19","22","43","32","21","21","188","66","7","11","0","14","0","14","0","14","7","11","181","66","0","14","75","50","65","44","41","35","106","48","9","15","0","14","0","14","0","14","9","15","97","46","0","14","0","14","37","36","60","43","224","67","147","53","110","46","0","14","19","21","39","32","52","32","37","33","11","19","0","14","0","14","0","14","11","19","26","25","0","14","10","17","16","19","0","14","77","49","25","29","0","14","0","14","14","22","11","18","52","40","0","14","26","30","19","25","7","11"
"1500000US721055203002","Block Group 2, Census Tract 5203, Naranjito Municipio, Puerto Rico","232","67","167","61","95","49","38","34","0","14","0","14","7","13","31","31","57","38","17","19","0","14","17","19","0","14","0","14","40","32","0","14","21","24","10","16","9","14","72","40","37","30","0","14","11","18","12","20","14","22","35","27","0","14","0","14","10","16","25","22","65","41","59","40","40","33","0","14","0","14","20","22","20","24","19","22","0","14","0","14","0","14","0","14","0","14","19","22","0","14","12","19","0","14","7","12","6","11","6","11","0","14","0","14","0","14","6","11","0","14","0","14","0","14","0","14","0","14"
"1500000US721055204001","Block Group 1, Census Tract 5204, Naranjito Municipio, Puerto Rico","645","169","320","136","255","131","179","131","0","14","23","40","112","109","44","50","76","71","0","14","0","14","0","14","0","14","0","14","76","71","26","43","0","14","50","59","0","14","65","76","27","44","0","14","0","14","0","14","27","44","38","62","0","14","0","14","38","62","0","14","325","133","309","133","228","117","0","14","73","83","95","86","60","55","81","78","43","63","0","14","43","63","0","14","0","14","38","44","0","14","22","36","0","14","16","25","16","24","16","24","0","14","0","14","0","14","16","24","0","14","0","14","0","14","0","14","0","14"
"1500000US721055204002","Block Group 2, Census Tract 5204, Naranjito Municipio, Puerto Rico","917","202","397","165","195","122","86","75","0","14","19","31","40","65","27","23","109","97","25","43","0","14","25","43","0","14","0","14","84","99","0","14","42","70","42","66","0","14","202","124","91","77","0","14","0","14","0","14","91","77","111","98","0","14","34","55","77","73","0","14","520","170","403","152","329","146","0","14","104","108","164","141","61","59","74","70","26","40","0","14","0","14","26","40","0","14","48","56","0","14","0","14","48","56","0","14","117","96","34","54","0","14","0","14","0","14","34","54","83","80","0","14","0","14","58","67","25","41"
"1500000US721055204003","Block Group 3, Census Tract 5204, Naranjito Municipio, Puerto Rico","551","148","256","108","148","82","130","88","0","14","36","58","94","69","0","14","18","28","0","14","0","14","0","14","0","14","0","14","18","28","0","14","0","14","0","14","18","28","108","71","0","14","0","14","0","14","0","14","0","14","108","71","0","14","0","14","46","54","62","58","295","138","206","120","167","103","0","14","64","60","60","49","43","53","39","62","0","14","0","14","0","14","0","14","0","14","39","62","0","14","0","14","39","62","0","14","89","68","57","43","0","14","0","14","0","14","57","43","32","51","0","14","0","14","0","14","32","51"
"1500000US721055205001","Block Group 1, Census Tract 5205, Naranjito Municipio, Puerto Rico","750","179","364","146","183","117","183","117","0","14","31","49","23","38","129","101","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","181","106","26","41","0","14","26","41","0","14","0","14","155","110","0","14","0","14","33","53","122","97","386","146","312","136","174","98","0","14","0","14","134","87","40","47","138","96","45","72","0","14","0","14","45","72","0","14","93","66","0","14","0","14","16","25","77","62","74","74","38","43","0","14","0","14","0","14","38","43","36","58","0","14","0","14","0","14","36","58"
"1500000US721055205002","Block Group 2, Census Tract 5205, Naranjito Municipio, Puerto Rico","577","174","338","160","190","126","95","85","0","14","0","14","46","58","49","59","95","99","78","95","0","14","34","57","44","72","0","14","17","27","0","14","0","14","17","27","0","14","148","109","37","59","0","14","0","14","37","59","0","14","111","93","0","14","0","14","0","14","111","93","239","131","239","131","199","123","0","14","30","50","134","108","35","40","40","59","0","14","0","14","0","14","0","14","0","14","40","59","0","14","40","59","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721055205003","Block Group 3, Census Tract 5205, Naranjito Municipio, Puerto Rico","605","158","197","109","197","109","70","63","0","14","0","14","51","59","19","30","127","89","31","48","0","14","0","14","31","48","0","14","96","78","0","14","32","52","40","45","24","39","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","408","153","345","146","287","140","0","14","84","78","178","112","25","32","58","71","0","14","0","14","0","14","0","14","0","14","58","71","0","14","0","14","58","71","0","14","63","95","63","95","0","14","0","14","63","95","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721055205004","Block Group 4, Census Tract 5205, Naranjito Municipio, Puerto Rico","625","174","123","104","84","84","13","20","0","14","0","14","0","14","13","20","71","82","40","65","0","14","0","14","0","14","40","65","31","50","0","14","31","50","0","14","0","14","39","61","39","61","0","14","0","14","0","14","39","61","0","14","0","14","0","14","0","14","0","14","502","160","331","138","158","111","0","14","28","45","107","95","23","38","173","86","0","14","0","14","0","14","0","14","0","14","173","86","0","14","53","65","68","48","52","78","171","108","58","65","0","14","38","58","0","14","20","32","113","96","0","14","0","14","17","26","96","92"
"1500000US721079548011","Block Group 1, Census Tract 9548.01, Orocovis Municipio, Puerto Rico","428","102","211","72","134","48","71","37","0","14","0","14","42","24","29","28","63","36","0","14","0","14","0","14","0","14","0","14","63","36","0","14","0","14","30","24","33","27","77","49","9","14","0","14","0","14","0","14","9","14","68","47","23","37","0","14","21","24","24","24","217","85","181","80","122","65","0","14","19","30","60","47","43","37","59","51","0","14","0","14","0","14","0","14","0","14","59","51","0","14","17","27","25","38","17","20","36","35","18","20","0","14","0","14","18","20","0","14","18","29","0","14","0","14","18","29","0","14"
"1500000US721079548012","Block Group 2, Census Tract 9548.01, Orocovis Municipio, Puerto Rico","416","95","281","84","224","78","116","67","0","14","19","30","65","52","32","30","108","62","0","14","0","14","0","14","0","14","0","14","108","62","0","14","48","42","34","41","26","28","57","43","12","20","0","14","0","14","12","20","0","14","45","38","0","14","0","14","9","14","36","35","135","73","127","71","87","53","0","14","33","39","11","18","43","32","40","46","22","35","0","14","22","35","0","14","0","14","18","28","0","14","18","28","0","14","0","14","8","14","0","14","0","14","0","14","0","14","0","14","8","14","0","14","0","14","0","14","8","14"
"1500000US721079548013","Block Group 3, Census Tract 9548.01, Orocovis Municipio, Puerto Rico","465","116","192","76","109","57","45","34","0","14","0","14","45","34","0","14","64","48","15","23","0","14","15","23","0","14","0","14","49","40","0","14","30","33","13","21","6","9","83","55","37","37","0","14","0","14","0","14","37","37","46","41","0","14","0","14","24","37","22","19","273","113","194","93","132","67","0","14","0","14","67","49","65","48","62","66","0","14","0","14","0","14","0","14","0","14","62","66","0","14","36","57","14","23","12","19","79","70","0","14","0","14","0","14","0","14","0","14","79","70","0","14","40","59","0","14","39","37"
"1500000US721079548021","Block Group 1, Census Tract 9548.02, Orocovis Municipio, Puerto Rico","323","54","202","60","104","44","23","22","0","14","0","14","23","22","0","14","81","42","21","22","0","14","12","18","9","13","0","14","60","37","0","14","10","15","42","33","8","14","98","45","51","35","0","14","28","25","11","17","12","19","47","35","0","14","0","14","33","31","14","15","121","49","92","45","49","34","0","14","0","14","20","21","29","28","43","35","27","32","0","14","0","14","0","14","27","32","16","17","8","12","0","14","0","14","8","12","29","26","29","26","0","14","0","14","18","20","11","18","0","14","0","14","0","14","0","14","0","14"
"1500000US721079548022","Block Group 2, Census Tract 9548.02, Orocovis Municipio, Puerto Rico","236","58","115","45","69","42","28","23","0","14","8","13","9","14","11","13","41","35","41","35","0","14","41","35","0","14","0","14","0","14","0","14","0","14","0","14","0","14","46","26","29","25","0","14","0","14","29","25","0","14","17","17","0","14","0","14","0","14","17","17","121","46","88","43","79","40","0","14","46","32","5","7","28","23","9","15","0","14","0","14","0","14","0","14","0","14","9","15","0","14","9","15","0","14","0","14","33","23","21","22","0","14","0","14","0","14","21","22","12","12","0","14","0","14","0","14","12","12"
"1500000US721079549011","Block Group 1, Census Tract 9549.01, Orocovis Municipio, Puerto Rico","543","133","253","105","191","93","83","67","0","14","31","49","10","16","42","39","108","65","23","27","0","14","0","14","15","24","8","13","85","59","0","14","63","63","22","33","0","14","62","55","46","51","0","14","28","43","18","27","0","14","16","24","0","14","0","14","16","24","0","14","290","99","194","81","146","65","19","34","0","14","48","36","79","51","48","48","12","18","0","14","0","14","12","18","0","14","36","44","0","14","13","20","23","39","0","14","96","61","56","45","0","14","0","14","8","13","48","44","40","39","0","14","0","14","12","20","28","33"
"1500000US721079549012","Block Group 2, Census Tract 9549.01, Orocovis Municipio, Puerto Rico","328","108","248","98","177","92","57","47","0","14","26","40","31","36","0","14","120","79","0","14","0","14","0","14","0","14","0","14","120","79","0","14","74","70","33","30","13","20","71","47","40","38","0","14","0","14","12","18","28","32","31","30","0","14","0","14","0","14","31","30","80","54","80","54","74","53","0","14","0","14","42","41","32","32","6","10","0","14","0","14","0","14","0","14","0","14","6","10","0","14","0","14","0","14","6","10","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721079549013","Block Group 3, Census Tract 9549.01, Orocovis Municipio, Puerto Rico","276","70","227","68","95","51","43","29","0","14","0","14","21","25","22","28","52","46","37","41","0","14","25","37","12","20","0","14","15","18","0","14","0","14","0","14","15","18","132","63","50","39","0","14","0","14","50","39","0","14","82","49","0","14","0","14","37","42","45","40","49","32","34","23","25","22","0","14","0","14","7","10","18","19","9","14","0","14","0","14","0","14","0","14","0","14","9","14","0","14","0","14","9","14","0","14","15","23","15","23","0","14","0","14","15","23","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721079549021","Block Group 1, Census Tract 9549.02, Orocovis Municipio, Puerto Rico","392","81","238","65","208","71","78","39","0","14","0","14","52","33","26","22","130","57","38","36","0","14","15","23","23","27","0","14","92","44","0","14","42","33","38","29","12","13","30","22","0","14","0","14","0","14","0","14","0","14","30","22","0","14","0","14","8","12","22","19","154","59","135","58","117","54","0","14","31","35","66","35","20","20","18","21","9","15","0","14","0","14","9","15","0","14","9","14","0","14","0","14","0","14","9","14","19","19","12","16","0","14","0","14","12","16","0","14","7","10","0","14","0","14","0","14","7","10"
"1500000US721079549022","Block Group 2, Census Tract 9549.02, Orocovis Municipio, Puerto Rico","231","50","134","46","100","43","69","37","0","14","29","26","23","21","17","20","31","28","20","23","0","14","11","17","9","15","0","14","11","17","11","17","0","14","0","14","0","14","34","25","27","23","0","14","13","21","6","11","8","12","7","10","0","14","0","14","0","14","7","10","97","44","76","39","69","38","0","14","11","17","38","29","20","17","7","10","0","14","0","14","0","14","0","14","0","14","7","10","0","14","0","14","0","14","7","10","21","25","13","21","0","14","0","14","0","14","13","21","8","13","0","14","0","14","0","14","8","13"
"1500000US721079550011","Block Group 1, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","327","94","183","74","119","58","68","45","0","14","0","14","13","20","55","41","51","46","0","14","0","14","0","14","0","14","0","14","51","46","15","23","36","41","0","14","0","14","64","48","33","38","20","32","0","14","0","14","13","20","31","31","0","14","0","14","0","14","31","31","144","75","111","52","90","48","0","14","38","36","0","14","52","37","21","24","10","17","0","14","0","14","0","14","10","17","11","18","0","14","0","14","0","14","11","18","33","50","33","50","0","14","33","50","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721079550012","Block Group 2, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","295","105","113","61","95","57","63","45","0","14","13","21","20","23","30","34","32","36","0","14","0","14","0","14","0","14","0","14","32","36","0","14","32","36","0","14","0","14","18","21","10","17","0","14","0","14","0","14","10","17","8","11","0","14","0","14","0","14","8","11","182","91","176","90","82","64","0","14","53","61","11","17","18","20","94","71","51","53","0","14","0","14","30","43","21","33","43","49","0","14","24","37","19","30","0","14","6","9","0","14","0","14","0","14","0","14","0","14","6","9","0","14","0","14","0","14","6","9"
"1500000US721079550013","Block Group 3, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","538","103","359","100","294","103","61","48","0","14","0","14","61","48","0","14","233","104","17","26","0","14","0","14","0","14","17","26","216","105","26","45","122","87","68","55","0","14","65","50","48","41","0","14","16","25","21","25","11","17","17","26","0","14","0","14","17","26","0","14","179","66","155","65","90","59","0","14","19","29","36","46","35","26","65","50","0","14","0","14","0","14","0","14","0","14","65","50","15","23","17","28","28","32","5","9","24","29","17","26","0","14","0","14","17","26","0","14","7","11","0","14","0","14","0","14","7","11"
"1500000US721079550014","Block Group 4, Census Tract 9550.01, Orocovis Municipio, Puerto Rico","326","93","142","62","89","52","36","29","0","14","0","14","19","20","17","20","53","47","19","30","0","14","19","30","0","14","0","14","34","35","0","14","0","14","19","31","15","16","53","39","0","14","0","14","0","14","0","14","0","14","53","39","7","12","0","14","27","32","19","21","184","88","125","74","50","45","0","14","0","14","38","41","12","20","75","56","29","34","0","14","0","14","29","34","0","14","46","43","0","14","0","14","46","43","0","14","59","47","23","35","0","14","0","14","23","35","0","14","36","29","0","14","0","14","36","29","0","14"
"1500000US721079550021","Block Group 1, Census Tract 9550.02, Orocovis Municipio, Puerto Rico","230","62","115","49","57","34","38","26","0","14","0","14","22","22","16","15","19","21","11","16","11","16","0","14","0","14","0","14","8","13","0","14","8","13","0","14","0","14","58","38","9","15","0","14","0","14","0","14","9","15","49","35","0","14","0","14","16","26","33","24","115","52","75","41","50","33","0","14","0","14","40","30","10","13","25","24","18","22","0","14","11","19","0","14","7","11","7","11","0","14","0","14","0","14","7","11","40","32","14","23","0","14","14","23","0","14","0","14","26","23","0","14","0","14","26","23","0","14"
"1500000US721079550022","Block Group 2, Census Tract 9550.02, Orocovis Municipio, Puerto Rico","380","76","220","65","142","61","85","45","0","14","17","19","22","24","46","34","57","42","9","16","0","14","0","14","0","14","9","16","48","38","11","19","30","30","0","14","7","11","78","37","19","22","0","14","0","14","7","11","12","19","59","29","0","14","6","10","22","21","31","22","160","58","160","58","138","60","0","14","39","36","68","40","31","27","22","19","0","14","0","14","0","14","0","14","0","14","22","19","0","14","15","17","0","14","7","11","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721079551001","Block Group 1, Census Tract 9551, Orocovis Municipio, Puerto Rico","513","110","259","95","179","96","80","61","0","14","28","44","31","26","21","33","99","75","37","42","0","14","0","14","20","31","17","27","62","68","0","14","38","61","0","14","24","29","80","56","56","47","0","14","0","14","47","45","9","14","24","32","0","14","0","14","0","14","24","32","254","79","212","68","120","63","0","14","16","25","24","29","80","50","92","49","19","31","0","14","0","14","0","14","19","31","73","41","0","14","36","38","14","23","23","21","42","46","42","46","0","14","25","39","17","26","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721079551002","Block Group 2, Census Tract 9551, Orocovis Municipio, Puerto Rico","512","94","373","95","302","95","99","52","0","14","34","30","36","39","29","32","203","83","51","45","0","14","12","19","39","41","0","14","152","79","24","36","107","79","14","23","7","11","71","51","12","18","0","14","12","18","0","14","0","14","59","48","0","14","0","14","46","45","13","20","139","51","126","52","43","27","0","14","0","14","30","16","13","20","83","45","49","41","0","14","0","14","49","41","0","14","34","28","0","14","0","14","9","15","25","23","13","21","0","14","0","14","0","14","0","14","0","14","13","21","0","14","0","14","0","14","13","21"
"1500000US721092901001","Block Group 1, Census Tract 2901, Patillas Municipio, Puerto Rico","474","115","287","101","123","71","75","55","0","14","32","38","14","23","29","36","48","45","48","45","0","14","18","30","30","35","0","14","0","14","0","14","0","14","0","14","0","14","164","77","86","56","0","14","22","38","19","29","45","49","78","55","0","14","0","14","41","46","37","35","187","85","77","44","77","44","0","14","13","21","41","40","23","27","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","110","74","80","72","0","14","59","66","21","27","0","14","30","32","0","14","0","14","30","32","0","14"
"1500000US721092901002","Block Group 2, Census Tract 2901, Patillas Municipio, Puerto Rico","523","121","317","107","284","106","120","76","0","14","58","54","26","29","36","44","164","80","53","50","0","14","34","39","19","32","0","14","111","69","0","14","45","49","20","32","46","44","33","31","33","31","0","14","0","14","33","31","0","14","0","14","0","14","0","14","0","14","0","14","206","84","134","75","100","66","0","14","0","14","55","50","45","42","34","37","19","28","0","14","0","14","19","28","0","14","15","24","0","14","0","14","0","14","15","24","72","44","20","31","0","14","0","14","20","31","0","14","52","32","0","14","0","14","0","14","52","32"
